,validation,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
149,model_148,0.28463924632352944,0.2607421875,0.2822265625,0.2919921875,0.298828125,0.255859375,0.2763671875,0.341796875,0.265625,0.271484375,0.263671875,0.2861328125,0.2138671875,0.2509765625,0.279296875,0.2880859375,0.25390625,0.291015625,0.3662109375,0.2587890625,0.3271484375,0.283203125,0.2998046875,0.265625,0.25390625,0.18359375,0.2763671875,0.3037109375,0.287109375,0.2626953125,0.267578125,0.2880859375,0.275390625,0.26953125,0.2412109375,0.2763671875,0.25390625,0.333984375,0.275390625,0.212890625,0.3505859375,0.2412109375,0.3779296875,0.2744140625,0.25390625,0.2646484375,0.3193359375,0.2099609375,0.2705078125,0.291015625,0.26171875,0.28125,0.3701171875,0.29296875,0.3544921875,0.37890625,0.2685546875,0.271484375,0.248046875,0.2734375,0.2490234375,0.2646484375,0.216796875,0.369140625,0.3046875,0.244140625,0.2607421875,0.28515625,0.326171875,0.2734375,0.26953125,0.310546875,0.2822265625,0.328125,0.2587890625,0.36328125,0.2783203125,0.2978515625,0.2265625,0.2685546875,0.3515625,0.2919921875,0.2919921875,0.2724609375,0.318359375,0.28125,0.302734375,0.2890625,0.3076171875,0.283203125,0.294921875,0.2802734375,0.2734375,0.3271484375,0.2666015625,0.296875,0.2724609375,0.2880859375,0.3154296875,0.32421875,0.271484375,0.2568359375,0.1767578125,0.3056640625,0.2578125,0.291015625
150,model_149,0.28684129901960786,0.2685546875,0.29296875,0.2880859375,0.275390625,0.26171875,0.2890625,0.357421875,0.2744140625,0.271484375,0.248046875,0.2978515625,0.224609375,0.251953125,0.2763671875,0.291015625,0.2431640625,0.296875,0.3623046875,0.2587890625,0.3173828125,0.3388671875,0.322265625,0.2666015625,0.265625,0.18359375,0.3017578125,0.283203125,0.3193359375,0.2548828125,0.265625,0.29296875,0.2890625,0.267578125,0.291015625,0.2333984375,0.25390625,0.345703125,0.275390625,0.216796875,0.345703125,0.2431640625,0.4091796875,0.2783203125,0.2626953125,0.255859375,0.3154296875,0.2080078125,0.2705078125,0.291015625,0.26171875,0.2705078125,0.3642578125,0.2919921875,0.3544921875,0.353515625,0.26953125,0.25390625,0.248046875,0.27734375,0.248046875,0.2626953125,0.21875,0.322265625,0.2939453125,0.244140625,0.265625,0.2900390625,0.3232421875,0.2763671875,0.267578125,0.3515625,0.296875,0.31640625,0.259765625,0.357421875,0.291015625,0.296875,0.287109375,0.2607421875,0.357421875,0.3056640625,0.2841796875,0.2724609375,0.3115234375,0.25,0.2998046875,0.31640625,0.3056640625,0.287109375,0.2890625,0.26171875,0.2734375,0.3291015625,0.26171875,0.3017578125,0.28125,0.2958984375,0.291015625,0.3037109375,0.2958984375,0.2421875,0.1767578125,0.3125,0.2939453125,0.3095703125
151,model_150,0.28512752757352944,0.2626953125,0.29296875,0.2939453125,0.2861328125,0.26953125,0.2900390625,0.35546875,0.267578125,0.267578125,0.2666015625,0.3037109375,0.2314453125,0.263671875,0.2783203125,0.291015625,0.283203125,0.2978515625,0.3828125,0.25390625,0.32421875,0.3291015625,0.3046875,0.25390625,0.2548828125,0.18359375,0.3115234375,0.2900390625,0.3134765625,0.267578125,0.26953125,0.291015625,0.2880859375,0.2607421875,0.2705078125,0.26171875,0.244140625,0.333984375,0.27734375,0.21484375,0.3779296875,0.22265625,0.3701171875,0.2705078125,0.2626953125,0.2724609375,0.2880859375,0.1982421875,0.2734375,0.291015625,0.2587890625,0.2841796875,0.349609375,0.3037109375,0.359375,0.3544921875,0.267578125,0.2470703125,0.2470703125,0.2783203125,0.24609375,0.3212890625,0.2177734375,0.2939453125,0.2939453125,0.2421875,0.2626953125,0.3046875,0.33203125,0.2705078125,0.26953125,0.3017578125,0.291015625,0.3095703125,0.2548828125,0.361328125,0.28515625,0.2998046875,0.240234375,0.2646484375,0.34765625,0.291015625,0.2822265625,0.2724609375,0.306640625,0.2734375,0.29296875,0.291015625,0.28515625,0.29296875,0.33984375,0.248046875,0.2734375,0.30078125,0.267578125,0.2939453125,0.2724609375,0.2822265625,0.2958984375,0.306640625,0.294921875,0.2353515625,0.1767578125,0.2939453125,0.2646484375,0.2998046875
152,model_151,0.28585516237745096,0.255859375,0.2880859375,0.2939453125,0.287109375,0.267578125,0.2841796875,0.3623046875,0.2607421875,0.2685546875,0.2646484375,0.27734375,0.216796875,0.2529296875,0.271484375,0.28125,0.265625,0.2919921875,0.3857421875,0.255859375,0.3203125,0.2900390625,0.3310546875,0.265625,0.2763671875,0.18359375,0.3134765625,0.3037109375,0.3212890625,0.2744140625,0.267578125,0.2919921875,0.2841796875,0.23828125,0.3037109375,0.2607421875,0.2470703125,0.337890625,0.27734375,0.197265625,0.3525390625,0.240234375,0.376953125,0.287109375,0.2587890625,0.259765625,0.3134765625,0.1787109375,0.2724609375,0.28515625,0.26171875,0.275390625,0.3623046875,0.2890625,0.3525390625,0.3564453125,0.267578125,0.2890625,0.2509765625,0.2734375,0.248046875,0.263671875,0.216796875,0.330078125,0.2919921875,0.2431640625,0.265625,0.3095703125,0.3271484375,0.26953125,0.267578125,0.2822265625,0.283203125,0.29296875,0.2578125,0.3583984375,0.2724609375,0.2958984375,0.279296875,0.265625,0.3515625,0.3505859375,0.2802734375,0.2724609375,0.3251953125,0.2587890625,0.302734375,0.3037109375,0.291015625,0.2841796875,0.2978515625,0.283203125,0.2734375,0.322265625,0.2666015625,0.296875,0.283203125,0.26953125,0.3154296875,0.2939453125,0.27734375,0.2763671875,0.1767578125,0.294921875,0.2978515625,0.291015625
153,model_152,0.2872338388480392,0.265625,0.294921875,0.294921875,0.2568359375,0.2666015625,0.2822265625,0.34375,0.2802734375,0.26953125,0.263671875,0.30078125,0.2255859375,0.240234375,0.2783203125,0.2919921875,0.2509765625,0.2958984375,0.3837890625,0.25390625,0.3232421875,0.3232421875,0.31640625,0.2705078125,0.236328125,0.2060546875,0.3017578125,0.298828125,0.3125,0.255859375,0.2685546875,0.3076171875,0.2880859375,0.2646484375,0.306640625,0.265625,0.255859375,0.3408203125,0.27734375,0.21484375,0.3564453125,0.240234375,0.3681640625,0.279296875,0.259765625,0.2587890625,0.310546875,0.205078125,0.2724609375,0.2919921875,0.255859375,0.2958984375,0.380859375,0.3056640625,0.357421875,0.3564453125,0.2666015625,0.28125,0.2392578125,0.28125,0.2421875,0.3037109375,0.2021484375,0.3076171875,0.2919921875,0.2431640625,0.2685546875,0.3017578125,0.322265625,0.2685546875,0.2666015625,0.294921875,0.29296875,0.31640625,0.2626953125,0.3564453125,0.2802734375,0.2978515625,0.25,0.26171875,0.3466796875,0.298828125,0.298828125,0.2724609375,0.31640625,0.29296875,0.29296875,0.302734375,0.283203125,0.291015625,0.318359375,0.2880859375,0.2734375,0.3388671875,0.2548828125,0.2939453125,0.2763671875,0.2744140625,0.3125,0.30078125,0.2861328125,0.2607421875,0.1767578125,0.2958984375,0.326171875,0.27734375
154,model_153,0.28738702512254904,0.2685546875,0.294921875,0.2822265625,0.2880859375,0.2578125,0.28515625,0.333984375,0.2705078125,0.2666015625,0.271484375,0.34765625,0.2177734375,0.2490234375,0.2783203125,0.2861328125,0.265625,0.2939453125,0.3681640625,0.2568359375,0.31640625,0.2998046875,0.314453125,0.2587890625,0.35546875,0.193359375,0.306640625,0.2939453125,0.3095703125,0.2626953125,0.2646484375,0.3056640625,0.2861328125,0.255859375,0.298828125,0.2666015625,0.2509765625,0.3564453125,0.275390625,0.216796875,0.3525390625,0.23828125,0.3798828125,0.26953125,0.2568359375,0.26171875,0.3115234375,0.2041015625,0.2705078125,0.2890625,0.2578125,0.283203125,0.337890625,0.294921875,0.3505859375,0.3818359375,0.2666015625,0.240234375,0.25,0.2822265625,0.2509765625,0.3173828125,0.21484375,0.2998046875,0.2958984375,0.244140625,0.2685546875,0.283203125,0.32421875,0.2685546875,0.2685546875,0.359375,0.2900390625,0.2978515625,0.2509765625,0.3525390625,0.2744140625,0.296875,0.27734375,0.267578125,0.3330078125,0.314453125,0.296875,0.2724609375,0.3310546875,0.2607421875,0.2744140625,0.3134765625,0.279296875,0.2939453125,0.318359375,0.291015625,0.2734375,0.3251953125,0.2509765625,0.2890625,0.2744140625,0.2802734375,0.310546875,0.29296875,0.2763671875,0.244140625,0.1767578125,0.296875,0.3310546875,0.28125
155,model_154,0.2870615042892157,0.2666015625,0.291015625,0.294921875,0.283203125,0.2734375,0.27734375,0.3564453125,0.2705078125,0.2685546875,0.26953125,0.2490234375,0.2138671875,0.2568359375,0.279296875,0.2900390625,0.255859375,0.296875,0.34765625,0.2578125,0.3154296875,0.326171875,0.3134765625,0.2724609375,0.2587890625,0.1982421875,0.3173828125,0.2900390625,0.3037109375,0.2666015625,0.265625,0.287109375,0.287109375,0.2548828125,0.3056640625,0.244140625,0.244140625,0.34375,0.275390625,0.208984375,0.35546875,0.2373046875,0.4052734375,0.2822265625,0.263671875,0.2509765625,0.30859375,0.1962890625,0.2724609375,0.29296875,0.26171875,0.306640625,0.3701171875,0.2919921875,0.3564453125,0.361328125,0.2666015625,0.25390625,0.2490234375,0.2890625,0.2470703125,0.2841796875,0.21484375,0.2939453125,0.298828125,0.2431640625,0.267578125,0.3720703125,0.326171875,0.26953125,0.26953125,0.34765625,0.2880859375,0.29296875,0.259765625,0.34375,0.2861328125,0.2998046875,0.28125,0.240234375,0.3271484375,0.30859375,0.2822265625,0.2724609375,0.3330078125,0.2568359375,0.2958984375,0.30859375,0.2841796875,0.283203125,0.345703125,0.3154296875,0.2734375,0.296875,0.2509765625,0.291015625,0.2734375,0.3046875,0.318359375,0.2822265625,0.28515625,0.2548828125,0.1767578125,0.3017578125,0.3251953125,0.2783203125
156,model_155,0.2890146292892157,0.265625,0.2939453125,0.294921875,0.2978515625,0.26953125,0.28515625,0.357421875,0.275390625,0.2724609375,0.26171875,0.3203125,0.2177734375,0.263671875,0.2763671875,0.2802734375,0.259765625,0.3017578125,0.3681640625,0.2578125,0.322265625,0.29296875,0.328125,0.267578125,0.2734375,0.23828125,0.2978515625,0.3203125,0.314453125,0.2666015625,0.24609375,0.2890625,0.287109375,0.2607421875,0.291015625,0.2626953125,0.2509765625,0.35546875,0.27734375,0.216796875,0.3544921875,0.236328125,0.3720703125,0.283203125,0.2529296875,0.2646484375,0.3134765625,0.20703125,0.2734375,0.2822265625,0.2626953125,0.287109375,0.35546875,0.3056640625,0.3466796875,0.3583984375,0.2685546875,0.2890625,0.24609375,0.294921875,0.2548828125,0.328125,0.2138671875,0.3291015625,0.2900390625,0.244140625,0.2734375,0.33984375,0.326171875,0.267578125,0.2666015625,0.322265625,0.2978515625,0.3125,0.2529296875,0.3310546875,0.2802734375,0.30078125,0.2685546875,0.2626953125,0.3486328125,0.291015625,0.2880859375,0.2724609375,0.328125,0.2568359375,0.3017578125,0.32421875,0.283203125,0.2890625,0.2802734375,0.32421875,0.2734375,0.302734375,0.2666015625,0.2880859375,0.2734375,0.296875,0.326171875,0.30859375,0.291015625,0.2080078125,0.1767578125,0.306640625,0.3076171875,0.2919921875
157,model_156,0.2861136642156863,0.2685546875,0.2861328125,0.29296875,0.3037109375,0.2568359375,0.2802734375,0.357421875,0.28125,0.2666015625,0.2666015625,0.267578125,0.220703125,0.263671875,0.2763671875,0.2861328125,0.2568359375,0.2958984375,0.3623046875,0.2568359375,0.3212890625,0.283203125,0.3046875,0.28125,0.259765625,0.2080078125,0.3125,0.333984375,0.3115234375,0.2724609375,0.267578125,0.29296875,0.287109375,0.2587890625,0.322265625,0.2626953125,0.2275390625,0.353515625,0.2890625,0.2001953125,0.3515625,0.2412109375,0.3681640625,0.2919921875,0.271484375,0.2646484375,0.2939453125,0.2109375,0.2734375,0.2919921875,0.2587890625,0.3203125,0.3662109375,0.30078125,0.35546875,0.3642578125,0.267578125,0.2705078125,0.24609375,0.279296875,0.2236328125,0.2685546875,0.224609375,0.298828125,0.298828125,0.2392578125,0.2626953125,0.2822265625,0.3056640625,0.2890625,0.271484375,0.3505859375,0.3037109375,0.3095703125,0.2421875,0.3134765625,0.27734375,0.302734375,0.255859375,0.26171875,0.35546875,0.3203125,0.2802734375,0.2724609375,0.322265625,0.259765625,0.302734375,0.3193359375,0.287109375,0.291015625,0.2958984375,0.275390625,0.2734375,0.3017578125,0.2568359375,0.2939453125,0.2705078125,0.3076171875,0.2685546875,0.3173828125,0.267578125,0.23046875,0.1767578125,0.2890625,0.3134765625,0.2890625
158,model_157,0.28768382352941174,0.26953125,0.2939453125,0.29296875,0.287109375,0.2734375,0.27734375,0.35546875,0.2841796875,0.2705078125,0.255859375,0.240234375,0.22265625,0.263671875,0.2783203125,0.2890625,0.2568359375,0.2998046875,0.3642578125,0.2587890625,0.326171875,0.298828125,0.34375,0.2880859375,0.296875,0.2431640625,0.3154296875,0.2998046875,0.2998046875,0.2705078125,0.2685546875,0.33984375,0.283203125,0.2578125,0.3037109375,0.279296875,0.251953125,0.349609375,0.2890625,0.203125,0.3515625,0.236328125,0.3857421875,0.28125,0.2744140625,0.2734375,0.3125,0.1796875,0.275390625,0.28515625,0.25390625,0.3154296875,0.3271484375,0.3232421875,0.3603515625,0.369140625,0.265625,0.314453125,0.248046875,0.2880859375,0.2373046875,0.3203125,0.2236328125,0.314453125,0.2978515625,0.240234375,0.2724609375,0.28515625,0.3251953125,0.2607421875,0.2744140625,0.3427734375,0.2763671875,0.3056640625,0.2470703125,0.296875,0.2734375,0.294921875,0.24609375,0.2587890625,0.3291015625,0.2919921875,0.2587890625,0.2724609375,0.3037109375,0.2880859375,0.3037109375,0.3310546875,0.27734375,0.2900390625,0.302734375,0.2890625,0.2734375,0.291015625,0.2646484375,0.2890625,0.2744140625,0.2724609375,0.3203125,0.3056640625,0.265625,0.240234375,0.1767578125,0.2978515625,0.3037109375,0.2958984375
159,model_158,0.2886795343137255,0.255859375,0.2890625,0.2998046875,0.3193359375,0.2705078125,0.296875,0.3564453125,0.275390625,0.2685546875,0.2734375,0.294921875,0.21484375,0.244140625,0.26953125,0.2841796875,0.2568359375,0.2958984375,0.3740234375,0.259765625,0.3203125,0.3037109375,0.3134765625,0.2802734375,0.259765625,0.234375,0.30859375,0.337890625,0.310546875,0.267578125,0.265625,0.37890625,0.28125,0.265625,0.310546875,0.251953125,0.2548828125,0.353515625,0.275390625,0.197265625,0.3515625,0.2392578125,0.373046875,0.2734375,0.2734375,0.26171875,0.3115234375,0.2021484375,0.271484375,0.2890625,0.265625,0.3173828125,0.357421875,0.2900390625,0.3564453125,0.3623046875,0.2685546875,0.3134765625,0.2412109375,0.291015625,0.2490234375,0.2744140625,0.22265625,0.30078125,0.298828125,0.240234375,0.26171875,0.30078125,0.318359375,0.267578125,0.2734375,0.36328125,0.2958984375,0.279296875,0.25390625,0.306640625,0.294921875,0.2841796875,0.2734375,0.26171875,0.353515625,0.2978515625,0.2822265625,0.2724609375,0.3056640625,0.2626953125,0.30078125,0.3271484375,0.2822265625,0.294921875,0.2958984375,0.322265625,0.2734375,0.306640625,0.2666015625,0.2998046875,0.275390625,0.271484375,0.3076171875,0.3115234375,0.2578125,0.2158203125,0.1767578125,0.287109375,0.322265625,0.2958984375
160,model_159,0.29283471200980393,0.2666015625,0.294921875,0.291015625,0.283203125,0.2724609375,0.2822265625,0.359375,0.28515625,0.2685546875,0.26171875,0.38671875,0.21484375,0.2626953125,0.2763671875,0.2890625,0.255859375,0.2978515625,0.3974609375,0.2578125,0.3271484375,0.294921875,0.3203125,0.2666015625,0.26953125,0.2353515625,0.3173828125,0.361328125,0.3017578125,0.26171875,0.2646484375,0.3017578125,0.28515625,0.2724609375,0.306640625,0.28515625,0.2509765625,0.3330078125,0.27734375,0.1982421875,0.3525390625,0.2373046875,0.3701171875,0.2783203125,0.2578125,0.2734375,0.3037109375,0.2021484375,0.271484375,0.3369140625,0.2509765625,0.30078125,0.3193359375,0.30078125,0.3623046875,0.4091796875,0.2685546875,0.3212890625,0.2490234375,0.2861328125,0.251953125,0.3857421875,0.21875,0.365234375,0.29296875,0.2421875,0.265625,0.30078125,0.3291015625,0.2705078125,0.2734375,0.33203125,0.283203125,0.3466796875,0.255859375,0.318359375,0.30078125,0.3017578125,0.2490234375,0.2626953125,0.34375,0.3017578125,0.28515625,0.2724609375,0.330078125,0.29296875,0.294921875,0.3095703125,0.279296875,0.279296875,0.2919921875,0.283203125,0.2734375,0.306640625,0.26171875,0.298828125,0.2666015625,0.3046875,0.2958984375,0.31640625,0.265625,0.29296875,0.1767578125,0.2880859375,0.32421875,0.3212890625
161,model_160,0.2877795649509804,0.2626953125,0.291015625,0.296875,0.29296875,0.2724609375,0.2734375,0.353515625,0.26953125,0.2685546875,0.271484375,0.3212890625,0.216796875,0.2626953125,0.2744140625,0.29296875,0.255859375,0.2958984375,0.384765625,0.2529296875,0.3076171875,0.3486328125,0.3134765625,0.26953125,0.2744140625,0.2470703125,0.3076171875,0.32421875,0.3203125,0.2724609375,0.2578125,0.2919921875,0.2783203125,0.26953125,0.2900390625,0.271484375,0.2548828125,0.3515625,0.2880859375,0.1845703125,0.353515625,0.23828125,0.3505859375,0.3271484375,0.287109375,0.24609375,0.314453125,0.1923828125,0.275390625,0.2890625,0.265625,0.3134765625,0.357421875,0.3291015625,0.359375,0.3779296875,0.2685546875,0.259765625,0.248046875,0.2919921875,0.2421875,0.2626953125,0.2099609375,0.2890625,0.2880859375,0.2431640625,0.2646484375,0.3896484375,0.322265625,0.2685546875,0.2705078125,0.37109375,0.30078125,0.3076171875,0.2607421875,0.3046875,0.2763671875,0.2958984375,0.2509765625,0.265625,0.3349609375,0.2890625,0.28515625,0.2724609375,0.3037109375,0.248046875,0.2939453125,0.291015625,0.275390625,0.279296875,0.2822265625,0.263671875,0.2734375,0.3056640625,0.25390625,0.2958984375,0.271484375,0.2939453125,0.30078125,0.2724609375,0.2841796875,0.2412109375,0.1767578125,0.291015625,0.330078125,0.302734375
162,model_161,0.2898380055147059,0.25390625,0.28515625,0.29296875,0.2822265625,0.2666015625,0.30078125,0.357421875,0.287109375,0.267578125,0.263671875,0.3115234375,0.193359375,0.265625,0.2734375,0.298828125,0.2626953125,0.2890625,0.3896484375,0.2587890625,0.3203125,0.3212890625,0.3173828125,0.2685546875,0.28125,0.2021484375,0.318359375,0.3544921875,0.3271484375,0.2705078125,0.2626953125,0.3017578125,0.28515625,0.271484375,0.326171875,0.267578125,0.2509765625,0.349609375,0.2783203125,0.203125,0.35546875,0.2373046875,0.373046875,0.330078125,0.2783203125,0.26171875,0.306640625,0.189453125,0.2734375,0.2939453125,0.263671875,0.3251953125,0.3330078125,0.3173828125,0.34375,0.416015625,0.2666015625,0.275390625,0.2451171875,0.287109375,0.248046875,0.27734375,0.2109375,0.32421875,0.3046875,0.2412109375,0.2626953125,0.2880859375,0.3232421875,0.2666015625,0.26953125,0.373046875,0.291015625,0.3232421875,0.26171875,0.310546875,0.2763671875,0.291015625,0.255859375,0.26171875,0.3330078125,0.28515625,0.2978515625,0.2724609375,0.3154296875,0.279296875,0.298828125,0.314453125,0.287109375,0.2998046875,0.25390625,0.2451171875,0.2734375,0.3056640625,0.25,0.3076171875,0.2724609375,0.2783203125,0.3115234375,0.294921875,0.3310546875,0.2724609375,0.1767578125,0.29296875,0.3154296875,0.30859375
163,model_162,0.2897997089460784,0.2666015625,0.2939453125,0.296875,0.2919921875,0.26953125,0.283203125,0.3583984375,0.267578125,0.2705078125,0.2529296875,0.3740234375,0.2294921875,0.255859375,0.2783203125,0.2900390625,0.26171875,0.2939453125,0.37890625,0.2607421875,0.32421875,0.30859375,0.322265625,0.263671875,0.2578125,0.2548828125,0.31640625,0.341796875,0.296875,0.275390625,0.2568359375,0.296875,0.2822265625,0.248046875,0.30859375,0.255859375,0.2529296875,0.3564453125,0.2978515625,0.2041015625,0.349609375,0.23828125,0.3642578125,0.271484375,0.2890625,0.26171875,0.3203125,0.20703125,0.271484375,0.28125,0.25390625,0.3095703125,0.373046875,0.314453125,0.3623046875,0.3681640625,0.26953125,0.283203125,0.2373046875,0.283203125,0.24609375,0.3359375,0.2265625,0.326171875,0.2880859375,0.255859375,0.2822265625,0.2822265625,0.326171875,0.2626953125,0.2705078125,0.373046875,0.2939453125,0.30078125,0.2470703125,0.3388671875,0.2744140625,0.2978515625,0.28125,0.2666015625,0.337890625,0.2802734375,0.25,0.2724609375,0.3154296875,0.2666015625,0.302734375,0.302734375,0.28125,0.283203125,0.3173828125,0.2626953125,0.2734375,0.3203125,0.2841796875,0.2861328125,0.2705078125,0.28125,0.31640625,0.2763671875,0.2861328125,0.22265625,0.1767578125,0.29296875,0.31640625,0.32421875
164,model_163,0.28972311580882354,0.2578125,0.2919921875,0.294921875,0.2841796875,0.2626953125,0.2861328125,0.357421875,0.2783203125,0.265625,0.2578125,0.2998046875,0.2294921875,0.2666015625,0.28125,0.2900390625,0.287109375,0.2978515625,0.3603515625,0.2568359375,0.3291015625,0.3525390625,0.318359375,0.265625,0.28515625,0.251953125,0.3076171875,0.3330078125,0.330078125,0.26953125,0.263671875,0.2900390625,0.2861328125,0.263671875,0.3095703125,0.275390625,0.2548828125,0.341796875,0.27734375,0.20703125,0.3623046875,0.240234375,0.3837890625,0.28515625,0.2998046875,0.2568359375,0.3154296875,0.1796875,0.3037109375,0.291015625,0.26171875,0.244140625,0.345703125,0.30078125,0.35546875,0.3408203125,0.267578125,0.28515625,0.240234375,0.28515625,0.2265625,0.271484375,0.22265625,0.3447265625,0.302734375,0.2421875,0.2744140625,0.3046875,0.3203125,0.2666015625,0.2685546875,0.3173828125,0.29296875,0.3115234375,0.2607421875,0.3291015625,0.2841796875,0.2978515625,0.2392578125,0.2626953125,0.3349609375,0.2783203125,0.296875,0.2724609375,0.3115234375,0.28125,0.294921875,0.298828125,0.279296875,0.2900390625,0.2783203125,0.3466796875,0.2734375,0.2939453125,0.255859375,0.3037109375,0.2783203125,0.2763671875,0.31640625,0.2861328125,0.296875,0.2880859375,0.1767578125,0.29296875,0.330078125,0.337890625
