,validation,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
57,model_56,0.23952752976190475,0.1953125,0.25,0.2119140625,0.28125,0.2099609375,0.265625,0.1982421875,0.2763671875,0.205078125,0.2734375,0.2265625,0.234375,0.298828125,0.2333984375,0.203125,0.16796875,0.265625,0.234375,0.1787109375,0.287109375,0.1962890625,0.2626953125,0.17578125,0.3095703125,0.1875,0.248046875,0.2294921875,0.171875,0.22265625,0.2421875,0.2314453125,0.248046875,0.2646484375,0.283203125,0.26171875,0.193359375,0.236328125,0.21484375,0.2158203125,0.2666015625,0.2373046875,0.2802734375,0.267578125,0.2001953125,0.25390625,0.2783203125,0.25,0.2392578125,0.259765625,0.2548828125,0.2939453125,0.15625,0.265625,0.267578125,0.271484375,0.2626953125,0.248046875,0.26953125,0.21875,0.1611328125,0.1865234375,0.275390625,0.181640625,0.26953125,0.2861328125,0.2646484375,0.2783203125,0.2646484375,0.2587890625,0.2705078125,0.1982421875,0.2294921875,0.255859375,0.263671875,0.302734375,0.201171875,0.2177734375,0.2216796875,0.1787109375,0.28125,0.20703125,0.23828125,0.1962890625,0.2802734375,0.21484375,0.2548828125,0.2822265625,0.275390625,0.10546875,0.2958984375,0.259765625,0.294921875,0.20703125,0.2138671875,0.2578125,0.2158203125,0.2412109375,0.26953125,0.259765625,0.1787109375,0.2529296875,0.2470703125,0.2119140625,0.255859375,0.2509765625
58,model_57,0.2417875744047619,0.205078125,0.244140625,0.2685546875,0.2734375,0.2080078125,0.275390625,0.2177734375,0.27734375,0.21484375,0.2763671875,0.234375,0.208984375,0.296875,0.244140625,0.2060546875,0.2041015625,0.2646484375,0.248046875,0.203125,0.28515625,0.2021484375,0.2421875,0.189453125,0.2958984375,0.1884765625,0.2490234375,0.2060546875,0.173828125,0.2158203125,0.2451171875,0.1494140625,0.248046875,0.24609375,0.2724609375,0.265625,0.240234375,0.2392578125,0.2109375,0.21484375,0.2744140625,0.24609375,0.2763671875,0.2421875,0.216796875,0.244140625,0.2802734375,0.255859375,0.263671875,0.2392578125,0.267578125,0.291015625,0.1923828125,0.2666015625,0.271484375,0.27734375,0.2685546875,0.240234375,0.2734375,0.2119140625,0.1513671875,0.2060546875,0.2841796875,0.2080078125,0.27734375,0.287109375,0.2587890625,0.28125,0.2529296875,0.275390625,0.267578125,0.1630859375,0.22265625,0.2587890625,0.271484375,0.298828125,0.2041015625,0.2109375,0.216796875,0.2021484375,0.29296875,0.1865234375,0.240234375,0.203125,0.2802734375,0.21484375,0.263671875,0.2802734375,0.2861328125,0.1259765625,0.2998046875,0.2587890625,0.28515625,0.2041015625,0.1767578125,0.2607421875,0.2734375,0.2373046875,0.2705078125,0.2587890625,0.21484375,0.26171875,0.2353515625,0.216796875,0.2529296875,0.2568359375
59,model_58,0.23999255952380952,0.203125,0.1865234375,0.2705078125,0.2822265625,0.193359375,0.2802734375,0.2060546875,0.267578125,0.2080078125,0.275390625,0.224609375,0.2353515625,0.296875,0.2421875,0.2236328125,0.1572265625,0.248046875,0.2470703125,0.1630859375,0.28125,0.189453125,0.26171875,0.22265625,0.306640625,0.193359375,0.2294921875,0.25390625,0.2099609375,0.22265625,0.25390625,0.1552734375,0.2548828125,0.263671875,0.2802734375,0.2666015625,0.2080078125,0.2392578125,0.2197265625,0.1962890625,0.275390625,0.2373046875,0.2822265625,0.255859375,0.2275390625,0.2587890625,0.2861328125,0.2568359375,0.2548828125,0.26171875,0.2666015625,0.29296875,0.181640625,0.2705078125,0.2734375,0.294921875,0.2587890625,0.232421875,0.267578125,0.23828125,0.134765625,0.193359375,0.265625,0.205078125,0.2802734375,0.2919921875,0.2666015625,0.2744140625,0.232421875,0.275390625,0.267578125,0.1923828125,0.22265625,0.248046875,0.259765625,0.302734375,0.2216796875,0.19921875,0.216796875,0.201171875,0.287109375,0.158203125,0.203125,0.2041015625,0.279296875,0.2353515625,0.263671875,0.283203125,0.2822265625,0.1357421875,0.283203125,0.26171875,0.2958984375,0.1923828125,0.18359375,0.2578125,0.1748046875,0.244140625,0.2744140625,0.263671875,0.1982421875,0.26953125,0.240234375,0.197265625,0.2529296875,0.2314453125
60,model_59,0.24098772321428572,0.2021484375,0.2470703125,0.2412109375,0.275390625,0.2041015625,0.2802734375,0.2294921875,0.27734375,0.203125,0.2744140625,0.2421875,0.2099609375,0.283203125,0.236328125,0.220703125,0.1689453125,0.2587890625,0.2099609375,0.1845703125,0.28515625,0.177734375,0.248046875,0.2294921875,0.3115234375,0.189453125,0.2431640625,0.21484375,0.1923828125,0.21875,0.25,0.1669921875,0.2392578125,0.2568359375,0.2734375,0.2666015625,0.251953125,0.2431640625,0.2265625,0.1962890625,0.2734375,0.2353515625,0.26953125,0.25,0.2314453125,0.2607421875,0.279296875,0.2265625,0.2158203125,0.2451171875,0.26953125,0.291015625,0.181640625,0.271484375,0.2548828125,0.283203125,0.265625,0.2255859375,0.2529296875,0.2373046875,0.1689453125,0.201171875,0.2763671875,0.2021484375,0.27734375,0.291015625,0.23828125,0.2783203125,0.255859375,0.2763671875,0.2734375,0.1923828125,0.2265625,0.2451171875,0.2734375,0.3017578125,0.234375,0.2119140625,0.2099609375,0.203125,0.29296875,0.185546875,0.248046875,0.19140625,0.287109375,0.2314453125,0.25390625,0.2861328125,0.2763671875,0.1376953125,0.30078125,0.2607421875,0.2939453125,0.2177734375,0.1689453125,0.2548828125,0.2138671875,0.2470703125,0.267578125,0.251953125,0.2080078125,0.2685546875,0.2470703125,0.2158203125,0.25390625,0.2529296875
61,model_60,0.2428013392857143,0.1826171875,0.2275390625,0.2392578125,0.2822265625,0.208984375,0.279296875,0.2216796875,0.2724609375,0.2265625,0.2744140625,0.24609375,0.228515625,0.2919921875,0.2392578125,0.208984375,0.1552734375,0.2587890625,0.24609375,0.1611328125,0.28515625,0.2109375,0.2529296875,0.197265625,0.3017578125,0.18359375,0.240234375,0.2294921875,0.2021484375,0.189453125,0.2490234375,0.2177734375,0.2529296875,0.2548828125,0.2822265625,0.2705078125,0.2177734375,0.236328125,0.2275390625,0.1982421875,0.28125,0.240234375,0.279296875,0.255859375,0.23046875,0.255859375,0.279296875,0.2392578125,0.2734375,0.2578125,0.2626953125,0.29296875,0.185546875,0.267578125,0.2607421875,0.2822265625,0.275390625,0.24609375,0.2705078125,0.2724609375,0.2099609375,0.201171875,0.275390625,0.1982421875,0.279296875,0.2919921875,0.2509765625,0.2802734375,0.234375,0.2763671875,0.2734375,0.1904296875,0.228515625,0.25390625,0.2666015625,0.302734375,0.2314453125,0.20703125,0.2138671875,0.1748046875,0.2861328125,0.2236328125,0.228515625,0.2158203125,0.28125,0.228515625,0.234375,0.2763671875,0.2646484375,0.1376953125,0.30078125,0.2587890625,0.2919921875,0.19140625,0.20703125,0.2626953125,0.1787109375,0.23828125,0.2861328125,0.2685546875,0.212890625,0.26953125,0.234375,0.2109375,0.259765625,0.244140625
62,model_61,0.2390531994047619,0.201171875,0.2216796875,0.2734375,0.2763671875,0.19140625,0.2705078125,0.224609375,0.2685546875,0.2099609375,0.271484375,0.2294921875,0.2333984375,0.2978515625,0.2294921875,0.2041015625,0.1533203125,0.2666015625,0.2314453125,0.216796875,0.2802734375,0.1982421875,0.255859375,0.140625,0.30859375,0.1904296875,0.25,0.2412109375,0.1865234375,0.1875,0.2529296875,0.171875,0.251953125,0.259765625,0.275390625,0.265625,0.2490234375,0.2353515625,0.232421875,0.2177734375,0.2880859375,0.23828125,0.2802734375,0.21484375,0.22265625,0.19140625,0.287109375,0.2470703125,0.2431640625,0.2587890625,0.22265625,0.2880859375,0.1748046875,0.271484375,0.275390625,0.29296875,0.271484375,0.2265625,0.2685546875,0.2294921875,0.1611328125,0.1904296875,0.2802734375,0.208984375,0.2783203125,0.287109375,0.2568359375,0.2783203125,0.263671875,0.248046875,0.2744140625,0.1943359375,0.2197265625,0.2529296875,0.2548828125,0.3017578125,0.2216796875,0.1953125,0.2041015625,0.1904296875,0.29296875,0.1875,0.2470703125,0.216796875,0.283203125,0.21484375,0.26171875,0.26953125,0.271484375,0.1640625,0.2900390625,0.259765625,0.287109375,0.2138671875,0.19140625,0.2568359375,0.1005859375,0.2431640625,0.26953125,0.267578125,0.2216796875,0.265625,0.2373046875,0.2080078125,0.2548828125,0.2451171875
63,model_62,0.24175967261904763,0.1826171875,0.2080078125,0.2734375,0.2802734375,0.224609375,0.2763671875,0.1943359375,0.2783203125,0.203125,0.26953125,0.2412109375,0.224609375,0.2958984375,0.236328125,0.2470703125,0.2021484375,0.263671875,0.220703125,0.2041015625,0.279296875,0.181640625,0.2607421875,0.177734375,0.306640625,0.1865234375,0.23828125,0.21484375,0.1884765625,0.212890625,0.251953125,0.1689453125,0.2568359375,0.2529296875,0.28515625,0.26953125,0.2294921875,0.2392578125,0.2216796875,0.1943359375,0.291015625,0.2421875,0.28125,0.26171875,0.2255859375,0.2529296875,0.2802734375,0.2041015625,0.3037109375,0.26171875,0.2666015625,0.2900390625,0.1845703125,0.2685546875,0.26171875,0.271484375,0.271484375,0.2421875,0.2724609375,0.2958984375,0.1875,0.201171875,0.28125,0.2021484375,0.279296875,0.2890625,0.25390625,0.2744140625,0.25390625,0.2763671875,0.26171875,0.1923828125,0.224609375,0.25,0.2705078125,0.298828125,0.224609375,0.1845703125,0.2177734375,0.2060546875,0.2939453125,0.1845703125,0.2578125,0.2060546875,0.2763671875,0.205078125,0.2587890625,0.26171875,0.2783203125,0.146484375,0.287109375,0.259765625,0.2939453125,0.2060546875,0.1943359375,0.263671875,0.1728515625,0.2392578125,0.271484375,0.2685546875,0.17578125,0.267578125,0.201171875,0.216796875,0.2529296875,0.2412109375
64,model_63,0.24110863095238094,0.1787109375,0.1865234375,0.2744140625,0.279296875,0.2138671875,0.2822265625,0.228515625,0.267578125,0.22265625,0.2783203125,0.23828125,0.2080078125,0.2998046875,0.2412109375,0.1962890625,0.1796875,0.265625,0.2236328125,0.185546875,0.291015625,0.1953125,0.259765625,0.189453125,0.3046875,0.1884765625,0.2314453125,0.255859375,0.1962890625,0.19921875,0.251953125,0.232421875,0.251953125,0.26171875,0.2861328125,0.265625,0.2265625,0.2392578125,0.2197265625,0.197265625,0.2802734375,0.2470703125,0.2734375,0.25390625,0.2119140625,0.2578125,0.2705078125,0.2607421875,0.263671875,0.2607421875,0.265625,0.2919921875,0.181640625,0.2666015625,0.2744140625,0.275390625,0.2734375,0.232421875,0.2705078125,0.2529296875,0.14453125,0.20703125,0.2568359375,0.1806640625,0.279296875,0.291015625,0.236328125,0.27734375,0.2548828125,0.2783203125,0.271484375,0.1923828125,0.2119140625,0.259765625,0.263671875,0.3037109375,0.228515625,0.1875,0.2138671875,0.193359375,0.2822265625,0.1884765625,0.2412109375,0.2216796875,0.2880859375,0.2109375,0.25390625,0.2861328125,0.2529296875,0.125,0.2919921875,0.2451171875,0.2900390625,0.2109375,0.1767578125,0.2548828125,0.205078125,0.2333984375,0.28125,0.25390625,0.212890625,0.2470703125,0.2412109375,0.21875,0.255859375,0.2548828125
65,model_64,0.24236421130952382,0.2060546875,0.244140625,0.2744140625,0.2841796875,0.1884765625,0.279296875,0.232421875,0.2734375,0.208984375,0.2734375,0.2021484375,0.2080078125,0.2958984375,0.2431640625,0.2314453125,0.1748046875,0.2587890625,0.2373046875,0.2109375,0.279296875,0.203125,0.2548828125,0.185546875,0.3076171875,0.1943359375,0.25,0.2177734375,0.1953125,0.208984375,0.248046875,0.2216796875,0.2568359375,0.2490234375,0.2861328125,0.271484375,0.2392578125,0.2451171875,0.2333984375,0.1943359375,0.283203125,0.2216796875,0.2841796875,0.216796875,0.21875,0.251953125,0.279296875,0.234375,0.263671875,0.259765625,0.2626953125,0.29296875,0.1826171875,0.2744140625,0.2724609375,0.2705078125,0.248046875,0.2470703125,0.2587890625,0.2587890625,0.1728515625,0.1875,0.283203125,0.2099609375,0.271484375,0.291015625,0.259765625,0.2705078125,0.2646484375,0.2734375,0.2724609375,0.177734375,0.2265625,0.2578125,0.2666015625,0.2890625,0.236328125,0.2109375,0.20703125,0.1748046875,0.291015625,0.2265625,0.24609375,0.2158203125,0.287109375,0.2158203125,0.2568359375,0.2705078125,0.220703125,0.140625,0.30078125,0.2578125,0.267578125,0.205078125,0.18359375,0.2607421875,0.2099609375,0.244140625,0.2734375,0.26953125,0.2109375,0.2685546875,0.2392578125,0.2197265625,0.2578125,0.2529296875
66,model_65,0.24266183035714287,0.1796875,0.1865234375,0.2744140625,0.28515625,0.18359375,0.2822265625,0.2314453125,0.2783203125,0.216796875,0.267578125,0.24609375,0.208984375,0.2919921875,0.2421875,0.1943359375,0.1630859375,0.2646484375,0.25,0.220703125,0.2685546875,0.2177734375,0.2578125,0.2041015625,0.30078125,0.189453125,0.2490234375,0.22265625,0.1669921875,0.2255859375,0.25,0.232421875,0.2578125,0.24609375,0.28125,0.26953125,0.240234375,0.240234375,0.2275390625,0.220703125,0.2724609375,0.2421875,0.2802734375,0.265625,0.21484375,0.2529296875,0.2880859375,0.251953125,0.2646484375,0.2587890625,0.2685546875,0.2939453125,0.1796875,0.271484375,0.2744140625,0.2783203125,0.2705078125,0.248046875,0.2587890625,0.267578125,0.1484375,0.1943359375,0.2724609375,0.2119140625,0.279296875,0.291015625,0.2548828125,0.2763671875,0.2646484375,0.2646484375,0.2705078125,0.1845703125,0.2275390625,0.2451171875,0.2705078125,0.296875,0.2041015625,0.1904296875,0.2216796875,0.19921875,0.291015625,0.228515625,0.24609375,0.2060546875,0.2822265625,0.2275390625,0.2509765625,0.2744140625,0.2822265625,0.1591796875,0.296875,0.2255859375,0.2900390625,0.2041015625,0.173828125,0.259765625,0.1474609375,0.2333984375,0.279296875,0.2646484375,0.2021484375,0.26953125,0.2451171875,0.216796875,0.2607421875,0.25390625
67,model_66,0.24469866071428573,0.21484375,0.25,0.2705078125,0.2822265625,0.1962890625,0.2763671875,0.201171875,0.2763671875,0.2138671875,0.2744140625,0.234375,0.2177734375,0.2880859375,0.2431640625,0.232421875,0.171875,0.26171875,0.21484375,0.220703125,0.2939453125,0.1748046875,0.2578125,0.2177734375,0.30859375,0.193359375,0.25,0.251953125,0.1923828125,0.2197265625,0.25,0.2177734375,0.244140625,0.263671875,0.287109375,0.2705078125,0.244140625,0.23828125,0.232421875,0.203125,0.271484375,0.2431640625,0.28125,0.2255859375,0.228515625,0.2333984375,0.2802734375,0.2470703125,0.2724609375,0.2626953125,0.2646484375,0.28125,0.19140625,0.2724609375,0.275390625,0.2939453125,0.271484375,0.2412109375,0.267578125,0.2890625,0.2578125,0.1884765625,0.27734375,0.201171875,0.279296875,0.2900390625,0.2353515625,0.271484375,0.236328125,0.2763671875,0.2763671875,0.2158203125,0.228515625,0.2529296875,0.271484375,0.3037109375,0.23828125,0.2177734375,0.2109375,0.205078125,0.2939453125,0.169921875,0.203125,0.20703125,0.2802734375,0.2294921875,0.248046875,0.2802734375,0.2421875,0.12890625,0.2958984375,0.25390625,0.291015625,0.208984375,0.1982421875,0.2607421875,0.1923828125,0.234375,0.2822265625,0.271484375,0.19921875,0.2705078125,0.244140625,0.2197265625,0.2587890625,0.2470703125
68,model_67,0.24329427083333333,0.193359375,0.19921875,0.251953125,0.2802734375,0.1943359375,0.28125,0.2197265625,0.2783203125,0.2119140625,0.275390625,0.240234375,0.212890625,0.2900390625,0.244140625,0.1943359375,0.169921875,0.26171875,0.224609375,0.212890625,0.2822265625,0.203125,0.2578125,0.216796875,0.3056640625,0.193359375,0.244140625,0.2353515625,0.212890625,0.2158203125,0.25,0.1767578125,0.2314453125,0.26171875,0.28515625,0.26953125,0.2529296875,0.2509765625,0.20703125,0.2041015625,0.28125,0.232421875,0.2822265625,0.2451171875,0.21484375,0.25,0.28125,0.2060546875,0.2822265625,0.25390625,0.2685546875,0.2919921875,0.1826171875,0.271484375,0.2724609375,0.28125,0.2705078125,0.2333984375,0.2685546875,0.2802734375,0.189453125,0.2001953125,0.2763671875,0.181640625,0.2734375,0.2880859375,0.263671875,0.2822265625,0.2666015625,0.2685546875,0.2783203125,0.1904296875,0.2080078125,0.2568359375,0.2666015625,0.3037109375,0.2333984375,0.18359375,0.2119140625,0.20703125,0.29296875,0.189453125,0.248046875,0.2060546875,0.283203125,0.21484375,0.2470703125,0.2705078125,0.2666015625,0.166015625,0.2939453125,0.259765625,0.283203125,0.197265625,0.216796875,0.2626953125,0.2578125,0.2353515625,0.2841796875,0.263671875,0.2080078125,0.2587890625,0.248046875,0.2119140625,0.2607421875,0.2451171875
69,model_68,0.2415550595238095,0.212890625,0.240234375,0.26171875,0.2822265625,0.2060546875,0.2802734375,0.216796875,0.2783203125,0.2001953125,0.2724609375,0.2421875,0.2373046875,0.2978515625,0.236328125,0.2060546875,0.1875,0.265625,0.22265625,0.2021484375,0.29296875,0.17578125,0.2626953125,0.2119140625,0.3046875,0.19140625,0.2197265625,0.2431640625,0.173828125,0.197265625,0.2548828125,0.19140625,0.2470703125,0.2451171875,0.287109375,0.2724609375,0.2353515625,0.2490234375,0.2021484375,0.193359375,0.263671875,0.224609375,0.275390625,0.2578125,0.2275390625,0.2548828125,0.259765625,0.2470703125,0.283203125,0.2587890625,0.24609375,0.291015625,0.1845703125,0.2744140625,0.2724609375,0.2939453125,0.267578125,0.212890625,0.2607421875,0.2529296875,0.1982421875,0.1806640625,0.279296875,0.220703125,0.2783203125,0.2890625,0.265625,0.279296875,0.263671875,0.275390625,0.27734375,0.2001953125,0.2216796875,0.2568359375,0.2763671875,0.296875,0.23046875,0.2197265625,0.2197265625,0.1943359375,0.287109375,0.189453125,0.251953125,0.2109375,0.26953125,0.2275390625,0.2490234375,0.28125,0.2109375,0.1181640625,0.298828125,0.23046875,0.287109375,0.2138671875,0.1728515625,0.25,0.1494140625,0.23828125,0.2744140625,0.2646484375,0.21484375,0.2685546875,0.2314453125,0.2216796875,0.26171875,0.255859375
70,model_69,0.24554501488095237,0.21875,0.24609375,0.2646484375,0.2802734375,0.19140625,0.263671875,0.2041015625,0.2724609375,0.2041015625,0.275390625,0.232421875,0.20703125,0.298828125,0.2353515625,0.2421875,0.1728515625,0.2685546875,0.24609375,0.2216796875,0.2822265625,0.2197265625,0.2490234375,0.23046875,0.306640625,0.193359375,0.2451171875,0.255859375,0.1923828125,0.2265625,0.2509765625,0.216796875,0.259765625,0.2607421875,0.287109375,0.267578125,0.2265625,0.23828125,0.232421875,0.2060546875,0.2783203125,0.2431640625,0.275390625,0.25,0.2353515625,0.2529296875,0.2861328125,0.2138671875,0.341796875,0.2626953125,0.2646484375,0.2734375,0.1826171875,0.2734375,0.25,0.2919921875,0.26953125,0.2392578125,0.26171875,0.263671875,0.17578125,0.208984375,0.27734375,0.201171875,0.275390625,0.2919921875,0.2685546875,0.27734375,0.2509765625,0.2734375,0.2607421875,0.1728515625,0.2275390625,0.259765625,0.271484375,0.3037109375,0.234375,0.1953125,0.2060546875,0.1650390625,0.2900390625,0.2060546875,0.2548828125,0.19921875,0.2822265625,0.2314453125,0.26171875,0.2744140625,0.26953125,0.1357421875,0.296875,0.2607421875,0.2783203125,0.21875,0.2197265625,0.2607421875,0.2158203125,0.236328125,0.2802734375,0.2666015625,0.208984375,0.2685546875,0.2431640625,0.216796875,0.25390625,0.25
71,model_70,0.2451357886904762,0.1826171875,0.255859375,0.2734375,0.2802734375,0.205078125,0.27734375,0.19921875,0.27734375,0.21484375,0.2763671875,0.244140625,0.21484375,0.2958984375,0.2373046875,0.2275390625,0.19140625,0.2607421875,0.24609375,0.201171875,0.2900390625,0.1689453125,0.2607421875,0.2109375,0.306640625,0.1884765625,0.2509765625,0.20703125,0.205078125,0.2255859375,0.24609375,0.2216796875,0.2587890625,0.265625,0.28125,0.2724609375,0.2451171875,0.24609375,0.2333984375,0.2138671875,0.2734375,0.236328125,0.28125,0.2275390625,0.224609375,0.2548828125,0.2783203125,0.255859375,0.337890625,0.255859375,0.26953125,0.2958984375,0.1875,0.263671875,0.2734375,0.2509765625,0.2734375,0.2509765625,0.2724609375,0.25390625,0.2265625,0.2021484375,0.2822265625,0.181640625,0.2763671875,0.2919921875,0.2578125,0.2822265625,0.2646484375,0.279296875,0.2734375,0.1953125,0.2265625,0.248046875,0.259765625,0.298828125,0.228515625,0.1923828125,0.220703125,0.2041015625,0.283203125,0.216796875,0.2392578125,0.212890625,0.2666015625,0.2255859375,0.2626953125,0.28515625,0.2783203125,0.14453125,0.2939453125,0.25,0.2900390625,0.2158203125,0.181640625,0.263671875,0.1728515625,0.2431640625,0.28125,0.2705078125,0.17578125,0.267578125,0.216796875,0.22265625,0.2626953125,0.2451171875
72,model_71,0.24397321428571428,0.2080078125,0.2216796875,0.275390625,0.28125,0.22265625,0.2802734375,0.228515625,0.2763671875,0.21484375,0.2666015625,0.2392578125,0.2197265625,0.2978515625,0.244140625,0.1806640625,0.171875,0.2646484375,0.2255859375,0.21484375,0.2919921875,0.181640625,0.2607421875,0.224609375,0.30859375,0.1904296875,0.2412109375,0.248046875,0.197265625,0.2314453125,0.2490234375,0.2265625,0.2548828125,0.2607421875,0.2763671875,0.26953125,0.2490234375,0.2421875,0.2294921875,0.2197265625,0.2841796875,0.2470703125,0.28125,0.2158203125,0.2109375,0.2548828125,0.2822265625,0.255859375,0.2890625,0.2646484375,0.2685546875,0.287109375,0.1630859375,0.26953125,0.265625,0.2734375,0.2705078125,0.2470703125,0.2490234375,0.2734375,0.162109375,0.205078125,0.2841796875,0.2021484375,0.2744140625,0.2880859375,0.2548828125,0.2763671875,0.2607421875,0.2734375,0.2744140625,0.201171875,0.2294921875,0.25390625,0.271484375,0.3046875,0.2216796875,0.18359375,0.220703125,0.2001953125,0.294921875,0.1806640625,0.2568359375,0.19921875,0.279296875,0.220703125,0.2568359375,0.275390625,0.2841796875,0.1640625,0.2939453125,0.2578125,0.2939453125,0.2158203125,0.2236328125,0.26171875,0.123046875,0.2353515625,0.2841796875,0.2578125,0.17578125,0.26171875,0.212890625,0.2177734375,0.2568359375,0.2490234375
